TEST_ID,DATETIME_UTC,HOUR,APP_PLATFORM,APP_VERSION,DEVICE_UUID,IPV4,ISP,MOBILE_ISP,NET_TYPE,NET_MODE,NET_CELL_GEN,NET_NAME,MOBILE_SIM_MCC,MOBILE_SIM_MNC,MOBILE_SIM_OP,MOBILE_NET_MCC,MOBILE_NET_MNC,MOBILE_RSSI_START,MOBILE_RSSI_END,MOBILE_RSRP_START,MOBILE_RSRP_END,LOCATION_TYPE,LOCATION_ACCURACY,LOCATION_LAT,LOCATION_LNG,LOCATION_FULL_ADDRESS,SPEED_SERVER_POOL_NAME,SPEED_DOWNLOAD_AVG,SPEED_DOWNLOAD_PEAK,SPEED_UPLOAD_AVG,SPEED_UPLOAD_PEAK,SPEED_LATENCY_AVG,SPEED_LATENCY_MIN,SPEED_LATENCY_JITTER,BROWSE_STATUS,BROWSE_PR,STREAM_STATUS,STREAM_PR,NPERF_SCORE,MIN_TEMP,MAX_TEMP,PRECIP,Period,LOC_CODE,WEATHER
3224961994025288,2019-11-25,13:27:53,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.241.219.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-79,-71,,,gps,18,-23.55118,-46.64177,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,7673,8934,3172,3376,50,43,17,OK,37.5,OK,84.54,37313,14.5,24.2,0,Afternoon,B,Cloudy
3224960740544593,2019-11-25,13:17:41,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.72.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-99,-93,,,gps,18,-23.55118,-46.64176,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,2429,3749,81,204,51,48,13,Timeout,4.34,OK,66.76,11660,14.5,24.2,0,Afternoon,B,Cloudy
3224500782058884,2019-11-22,22:54:32,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.191.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-81,-71,,,gps,22,-23.55952,-46.64885,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,2964,5149,797,942,52,45,18,OK,45.5,OK,80.9,24379,19.2,32,0,Evening,A,Clear
3224498138181328,2019-11-22,22:33:01,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.74.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-81,-71,,,gps,20,-23.55955,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,8537,11968,1065,1216,51,45,11,OK,33.39,OK,82.1,32068,19.2,32,0,Evening,A,Clear
3224478806760464,2019-11-22,19:55:42,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.161.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-61,-59,,,gps,22,-23.55076,-46.64202,"Viaduto Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,4676,7644,3236,3324,645,45,21,OK,36.74,OK,69.61,28140,19.2,32,0,Evening,B,Clear
3224477722506587,2019-11-22,19:46:52,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.90.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-75,-79,,,gps,19,-23.55081,-46.64202,"Edifício Viadutos, 19, Praça General Craveiro Lopes, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,253,554,936,1165,73,46,49,Timeout,21.77,OK,77.51,10560,19.2,32,0,Evening,B,Clear
3224436936075571,2019-11-22,14:14:57,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.179.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-83,-79,,,gps,22,-23.55954,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,5210,5637,3306,3331,72,64,26,OK,36.16,OK,82.48,29055,19.2,32,0,Afternoon,A,Clear
3224435197590142,2019-11-22,14:00:48,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.73.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-71,-65,,,gps,22,-23.55955,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,5917,8738,3233,3280,73,47,227,OK,36.56,OK,85.35,33971,19.2,32,0,Afternoon,A,Clear
3224320128387898,2019-11-21,22:24:22,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.89.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-73,-57,,,gps,20,-23.55956,-46.64874,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,8454,12398,3194,3347,37,34,12,OK,37.25,OK,81.47,39771,19.2,29.9,0,Evening,A,Clear
3224318674276493,2019-11-21,22:12:32,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,187.26.149.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-81,-81,,,gps,20,-23.55954,-46.64877,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,801,1772,3267,3366,44,38,23,Timeout,24.14,OK,81.63,18660,19.2,29.9,0,Evening,A,Clear
3224277381533629,2019-11-21,16:36:30,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.73.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-83,-75,,,gps,20,-23.55065,-46.64207,"Viaduto Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,2514,4176,1066,1588,148,37,159,Timeout,21.66,OK,26.31,9800,19.2,29.9,0,Afternoon,B,Clear
3224276351342111,2019-11-21,16:28:07,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.172.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-59,-63,,,gps,32,-23.55072,-46.64198,"Viaduto Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,2181,4139,878,975,183,64,302,OK,32.2,OK,74.41,15452,19.2,29.9,0,Afternoon,B,Clear
3224256627078602,2019-11-21,13:47:36,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.72.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-93,-97,,,gps,19,-23.55117,-46.64176,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,337,606,985,1320,83,49,294,Timeout,12.63,OK,72.59,8837,19.2,29.9,0,Afternoon,B,Clear
3224250327445736,2019-11-21,12:56:20,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.184.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-73,-81,,,gps,21,-23.55117,-46.64177,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,5601,9087,986,1077,122,48,713,OK,34.81,OK,85.76,28702,19.2,29.9,0,Afternoon,B,Clear
3224245690314059,2019-11-21,12:18:35,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.184.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-77,-75,,,gps,25,-23.55953,-46.64886,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,1882,2959,2862,3236,50,46,10,Timeout,21.75,OK,80.38,19886,19.2,29.9,0,Afternoon,A,Clear
3224243624065641,2019-11-21,12:01:47,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.88.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-77,-63,,,gps,27,-23.55952,-46.64886,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,8834,11675,3309,3402,35,33,9,OK,38.18,OK,85.95,42509,19.2,29.9,0,Afternoon,A,Clear
3224181579877721,2019-11-21,3:36:52,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.74.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-79,-63,,,gps,25,-23.55954,-46.64883,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,9054,12134,3202,3266,39,37,4,OK,42.24,OK,82.92,41619,19.2,29.9,0,Morning,A,Clear
3.22E+15,2019-11-21,3:28:53,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.185.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-79,-81,,,gps,20,-23.55951,-46.64886,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,7425,10318,3385,3471,53,50,17,OK,31.38,OK,83.57,33626,19.2,29.9,0,Morning,A,Clear
3.22E+15,2019-11-20,12:25:11,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.73.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-67,-57,,,gps,20,-23.55956,-46.64876,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,5620,8892,3325,3353,37,33,12,OK,34.63,OK,84.81,36761,19,29.6,0,Afternoon,A,Cloudy
3224066372267874,2019-11-20,11:59:18,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,187.26.128.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-85,-73,,,gps,21,-23.55955,-46.64878,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,4641,5789,1056,1124,1318,38,422,Timeout,7.02,OK,27.42,8467,19,29.6,0,Morning,A,Cloudy
3224006993253227,2019-11-20,3:56:04,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.89.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-79,-61,,,gps,20,-23.55954,-46.64883,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,7505,11006,3313,3364,36,34,5,OK,36.7,OK,83.29,39246,19,29.6,0,Morning,A,Cloudy
3224006088445088,2019-11-20,3:48:42,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,187.26.198.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-93,-83,,,gps,24,-23.55954,-46.64884,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,4690,7624,3189,3289,983,42,98,Timeout,10.8,OK,62.65,19859,19,29.6,0,Morning,A,Cloudy
3223970035256256,2019-11-19,22:55:18,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.88.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-87,-77,,,gps,31,-23.55046,-46.64197,"Bradesco, 26, Viaduto Nove de Julho, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01050-060, Brazil",BR Sistemax 10G - Sao Paulo,1701,2036,1114,1258,54,47,21,Timeout,18.47,OK,82.98,16135,17.8,27.2,0,Evening,B,Cloudy
3223969207222633,2019-11-19,22:48:34,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.173.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-71,-59,,,gps,21,-23.55059,-46.64194,"Viaduto Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-900, Brazil",BR Sistemax 10G - Sao Paulo,4445,7031,3282,3428,122,46,493,OK,33.46,OK,83.43,30321,17.8,27.2,0,Evening,B,Cloudy
3223963740266567,2019-11-19,22:04:05,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,187.26.179.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-73,-75,,,gps,26,-23.55953,-46.64886,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,1730,3522,3311,3389,39,36,19,OK,31.42,OK,80.45,24264,17.8,27.2,0,Evening,A,Cloudy
3.22E+15,2019-11-19,21:59:42,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.91.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-69,-69,,,gps,20,-23.55954,-46.64884,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,4913,6856,3280,3441,35,31,6,OK,44.16,OK,84.15,38883,17.8,27.2,0,Evening,A,Cloudy
3223911452238825,2019-11-19,14:58:33,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.73.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-67,-61,,,gps,20,-23.55956,-46.64877,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,2562,3535,3259,3389,37,33,9,Timeout,22.92,OK,81.56,26078,17.8,27.2,0,Afternoon,A,Cloudy
3223906229869693,2019-11-19,14:16:03,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.167.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-85,-77,,,gps,22,-23.55953,-46.64882,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,4185,6621,2857,3396,54,48,23,Timeout,11.48,OK,82.6,23171,17.8,27.2,0,Afternoon,A,Cloudy
