TEST_ID,DATETIME_UTC,HOUR,APP_PLATFORM,APP_VERSION,DEVICE_UUID,IPV4,ISP,MOBILE_ISP,NET_TYPE,NET_MODE,NET_CELL_GEN,NET_NAME,MOBILE_SIM_MCC,MOBILE_SIM_MNC,MOBILE_SIM_OP,MOBILE_NET_MCC,MOBILE_NET_MNC,MOBILE_RSSI_START,MOBILE_RSSI_END,MOBILE_RSRP_START,MOBILE_RSRP_END,LOCATION_TYPE,LOCATION_ACCURACY,LOCATION_LAT,LOCATION_LNG,LOCATION_FULL_ADDRESS,SPEED_SERVER_POOL_NAME,SPEED_DOWNLOAD_AVG,SPEED_DOWNLOAD_PEAK,SPEED_UPLOAD_AVG,SPEED_UPLOAD_PEAK,SPEED_LATENCY_AVG,SPEED_LATENCY_MIN,SPEED_LATENCY_JITTER,BROWSE_STATUS,BROWSE_PR,STREAM_STATUS,STREAM_PR,NPERF_SCORE,MIN_TEMP,MAX_TEMP,PRECIP,Period,LOC_CODE,WEATHER
3224993564721387,2019-11-25,17:44:49,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.89.x,TIM Mobile BR,TIM Mobile BR,mobile,lte,4,TIM,724,3,TIM,724,3,,,-104,-113,gps,18,-23.55118,-46.64176,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,2548,3983,2251,3086,351,43,29,Timeout,18.44,OK,84.91,21926,14.5,24.2,0,Afternoon,B,Cloudy
3224993196790868,2019-11-25,17:41:49,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.89.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-91,-87,,,gps,18,-23.55118,-46.64176,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,2586,3151,3281,3361,57,49,43,OK,33.26,OK,81.74,24710,14.5,24.2,0,Afternoon,B,Cloudy
3224962337948962,2019-11-25,13:30:41,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.241.219.x,Claro Mobile BR,Claro Mobile BR,mobile,lte,4,Claro,724,5,Claro BR,724,5,,,-102,-107,gps,18,-23.55119,-46.64177,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,17715,22555,7931,9972,48,43,11,OK,42.89,OK,90.19,53969,14.5,24.2,0,Afternoon,B,Cloudy
3224961994025288,2019-11-25,13:27:53,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.241.219.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-79,-71,,,gps,18,-23.55118,-46.64177,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,7673,8934,3172,3376,50,43,17,OK,37.5,OK,84.54,37313,14.5,24.2,0,Afternoon,B,Cloudy
3224961224796982,2019-11-25,13:21:38,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.72.x,TIM Mobile BR,TIM Mobile BR,mobile,lte,4,TIM,724,3,TIM,724,3,,,-106,-110,gps,18,-23.55118,-46.64177,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,3373,5044,968,1455,111,43,92,OK,32.87,OK,80.25,23691,14.5,24.2,0,Afternoon,B,Cloudy
3224960740544593,2019-11-25,13:17:41,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.72.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-99,-93,,,gps,18,-23.55118,-46.64176,"3º Cartório de Registro de Imóveis, 23, Rua Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,2429,3749,81,204,51,48,13,Timeout,4.34,OK,66.76,11660,14.5,24.2,0,Afternoon,B,Cloudy
3224501461842283,2019-11-22,23:00:04,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.191.x,Claro Mobile BR,Claro Mobile BR,mobile,lte,4,Claro,724,5,Claro BR,724,5,,,-105,-104,gps,20,-23.55954,-46.64882,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,10785,20202,3389,4309,89,43,395,OK,38.59,OK,80.67,39902,19.2,32,0,Evening,A,Clear
3224500782058884,2019-11-22,22:54:32,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.191.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-81,-71,,,gps,22,-23.55952,-46.64885,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,2964,5149,797,942,52,45,18,OK,45.5,OK,80.9,24379,19.2,32,0,Evening,A,Clear
3224500150004737,2019-11-22,22:49:23,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.74.x,TIM Mobile BR,TIM Mobile BR,mobile,lte,4,TIM,724,3,TIM,724,3,,,-99,-95,gps,20,-23.55955,-46.64882,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,12267,16969,14545,17448,38,36,5,OK,38.86,OK,88.76,53161,19.2,32,0,Evening,A,Clear
3224498138181328,2019-11-22,22:33:01,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.74.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-81,-71,,,gps,20,-23.55955,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,8537,11968,1065,1216,51,45,11,OK,33.39,OK,82.1,32068,19.2,32,0,Evening,A,Clear
3224479074242056,2019-11-22,19:57:52,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.161.x,Claro Mobile BR,Claro Mobile BR,mobile,lte,4,Claro,724,5,Claro BR,724,5,,,-85,-84,gps,20,-23.55078,-46.64201,"Edifício Viadutos, 19, Praça General Craveiro Lopes, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,15402,20532,15063,17113,48,41,10,OK,39.66,OK,89.46,54728,19.2,32,0,Evening,B,Clear
3224478806760464,2019-11-22,19:55:42,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.161.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-61,-59,,,gps,22,-23.55076,-46.64202,"Viaduto Jacareí, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,4676,7644,3236,3324,645,45,21,OK,36.74,OK,69.61,28140,19.2,32,0,Evening,B,Clear
3224478070289915,2019-11-22,19:49:42,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.90.x,TIM Mobile BR,TIM Mobile BR,mobile,lte,4,TIM,724,3,TIM,724,3,,,-101,-100,gps,43,-23.55052,-46.6422,"Viaduto Nove de Julho, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01312-000, Brazil",BR Sistemax 10G - Sao Paulo,762,1020,3249,4223,42,37,12,Timeout,17.93,OK,48.24,11726,19.2,32,0,Evening,B,Clear
3224477722506587,2019-11-22,19:46:52,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.90.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-75,-79,,,gps,19,-23.55081,-46.64202,"Edifício Viadutos, 19, Praça General Craveiro Lopes, República, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01319-070, Brazil",BR Sistemax 10G - Sao Paulo,253,554,936,1165,73,46,49,Timeout,21.77,OK,77.51,10560,19.2,32,0,Evening,B,Clear
3224436936075571,2019-11-22,14:14:57,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.242.179.x,Claro Mobile BR,Claro Mobile BR,mobile,hspap,3,Claro,724,5,Claro BR,724,5,-83,-79,,,gps,22,-23.55954,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,5210,5637,3306,3331,72,64,26,OK,36.16,OK,82.48,29055,19.2,32,0,Afternoon,A,Clear
3224436592426102,2019-11-22,14:12:09,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,179.241.220.x,Claro Mobile BR,Claro Mobile BR,mobile,lte,4,Claro,724,5,Claro BR,724,5,,,-105,-99,gps,20,-23.55954,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,5987,8990,4241,5102,105,42,584,Timeout,22.17,OK,86.22,32447,19.2,32,0,Afternoon,A,Clear
3224435506108869,2019-11-22,14:03:19,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.73.x,TIM Mobile BR,TIM Mobile BR,mobile,lte,4,TIM,724,3,TIM,724,3,,,-100,-100,gps,22,-23.55954,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,14997,19802,16244,17920,39,35,7,OK,42.41,OK,89.15,57784,19.2,32,0,Afternoon,A,Clear
3224435197590142,2019-11-22,14:00:48,android,2.4.11,c83a120c-82e9-3f9f-880e-e0f7bbbf29a9,189.40.73.x,TIM Mobile BR,TIM Mobile BR,mobile,hspap,3,TIM,724,3,TIM,724,3,-71,-65,,,gps,22,-23.55955,-46.6488,"Rua Almirante Marques de Leão, Bela Vista, São Paulo, Região Imediata de São Paulo, RMSP, Região Intermediária de São Paulo, São Paulo, Southeast Region, 01330000, Brazil",BR Sistemax 10G - Sao Paulo,5917,8738,3233,3280,73,47,227,OK,36.56,OK,85.35,33971,19.2,32,0,Afternoon,A,Clear
